file	line	declaration	note
lib/screens/metadata_edit_screen.dart	446	title: t.metadataEdit.fromUrl,	Code-inventaris; platformvoorwaarden en runtime-bereikbaarheid nog per route toetsen
lib/screens/metadata_edit_screen.dart	486	title: Text(_config.selectTitle),	Code-inventaris; platformvoorwaarden en runtime-bereikbaarheid nog per route toetsen
lib/screens/metadata_edit_screen.dart	495	onPressed: _addFromUrl,	Code-inventaris; platformvoorwaarden en runtime-bereikbaarheid nog per route toetsen
lib/screens/metadata_edit_screen.dart	497	onPressed: _addFromUrl,	Code-inventaris; platformvoorwaarden en runtime-bereikbaarheid nog per route toetsen
lib/screens/metadata_edit_screen.dart	503	onPressed: _uploadFile,	Code-inventaris; platformvoorwaarden en runtime-bereikbaarheid nog per route toetsen
lib/screens/metadata_edit_screen.dart	505	onPressed: _uploadFile,	Code-inventaris; platformvoorwaarden en runtime-bereikbaarheid nog per route toetsen
lib/screens/metadata_edit_screen.dart	512	onPressed: () => Navigator.pop(context),	Code-inventaris; platformvoorwaarden en runtime-bereikbaarheid nog per route toetsen
lib/screens/metadata_edit_screen.dart	513	child: TextButton(onPressed: () => Navigator.pop(context), child: Text(t.common.cancel)),	Code-inventaris; platformvoorwaarden en runtime-bereikbaarheid nog per route toetsen
lib/screens/metadata_edit_screen.dart	535	onSelect: () => _selectArtwork(artwork),	Code-inventaris; platformvoorwaarden en runtime-bereikbaarheid nog per route toetsen
lib/screens/metadata_edit_screen.dart	537	onTap: () => _selectArtwork(artwork),	Code-inventaris; platformvoorwaarden en runtime-bereikbaarheid nog per route toetsen
lib/screens/my_pleya_screen.dart	107	CustomAppBar(title: Text(t.myPleya.title), automaticallyImplyLeading: false),	Code-inventaris; platformvoorwaarden en runtime-bereikbaarheid nog per route toetsen
lib/screens/my_pleya_screen.dart	126	onTap: () => onOpenTab(NavigationTabId.watchlist),	Code-inventaris; platformvoorwaarden en runtime-bereikbaarheid nog per route toetsen
lib/screens/my_pleya_screen.dart	138	_MyPleyaCard(tile: tile, onTap: () => onOpenTab(NavigationTabId.watchlist)),	Code-inventaris; platformvoorwaarden en runtime-bereikbaarheid nog per route toetsen
lib/screens/my_pleya_screen.dart	140	_MyPleyaCard(tile: tile, onTap: () => onOpenTab(NavigationTabId.requests)),	Code-inventaris; platformvoorwaarden en runtime-bereikbaarheid nog per route toetsen
lib/screens/my_pleya_screen.dart	142	_MyPleyaCard(tile: tile, onTap: () => onOpenTab(NavigationTabId.downloads)),	Code-inventaris; platformvoorwaarden en runtime-bereikbaarheid nog per route toetsen
lib/screens/my_pleya_screen.dart	153	onTap: () => onOpenTab(NavigationTabId.libraries),	Code-inventaris; platformvoorwaarden en runtime-bereikbaarheid nog per route toetsen
lib/screens/my_pleya_screen.dart	159	onTap: () => Navigator.push(context, MaterialPageRoute(builder: (_) => const ServersScreen())),	Code-inventaris; platformvoorwaarden en runtime-bereikbaarheid nog per route toetsen
lib/screens/my_pleya_screen.dart	164	onTap: () =>	Code-inventaris; platformvoorwaarden en runtime-bereikbaarheid nog per route toetsen
lib/screens/my_pleya_screen.dart	176	onTap: () => Navigator.push(context, MaterialPageRoute(builder: (_) => const WatchTogetherScreen())),	Code-inventaris; platformvoorwaarden en runtime-bereikbaarheid nog per route toetsen
lib/screens/my_pleya_screen.dart	193	onTap: () => onOpenTab(NavigationTabId.settings),	Code-inventaris; platformvoorwaarden en runtime-bereikbaarheid nog per route toetsen
lib/screens/my_pleya_screen.dart	202	onTap: () => Navigator.push(context, MaterialPageRoute(builder: (_) => const AboutScreen())),	Code-inventaris; platformvoorwaarden en runtime-bereikbaarheid nog per route toetsen
lib/screens/my_pleya_screen.dart	210	onTap: () => unawaited(AccountUiActions.logout(context)),	Code-inventaris; platformvoorwaarden en runtime-bereikbaarheid nog per route toetsen
lib/screens/my_pleya_screen.dart	246	onTap: onSwitchProfile,	Code-inventaris; platformvoorwaarden en runtime-bereikbaarheid nog per route toetsen
lib/screens/my_pleya_screen.dart	336	? t.tvMyPleya.semantics.tile(title: tile.title, subtitle: tile.subtitle)	Code-inventaris; platformvoorwaarden en runtime-bereikbaarheid nog per route toetsen
lib/screens/my_pleya_screen.dart	337	: t.tvMyPleya.semantics.tileWithCount(title: tile.title, subtitle: tile.subtitle, count: '${tile.count}');	Code-inventaris; platformvoorwaarden en runtime-bereikbaarheid nog per route toetsen
lib/screens/my_pleya_screen.dart	350	onTap: onTap,	Code-inventaris; platformvoorwaarden en runtime-bereikbaarheid nog per route toetsen
lib/screens/my_pleya_screen.dart	415	return ListTile(leading: Icon(icon), title: Text(label), onTap: onTap);	Code-inventaris; platformvoorwaarden en runtime-bereikbaarheid nog per route toetsen
lib/screens/my_pleya_screen.dart	419	title: Text(label),	Code-inventaris; platformvoorwaarden en runtime-bereikbaarheid nog per route toetsen
lib/screens/my_pleya_screen.dart	429	onTap: onTap,	Code-inventaris; platformvoorwaarden en runtime-bereikbaarheid nog per route toetsen
lib/screens/my_pleya_screen.dart	470	onTap: onOpenAll,	Code-inventaris; platformvoorwaarden en runtime-bereikbaarheid nog per route toetsen
lib/screens/now_watching_screen.dart	77	CustomAppBar(title: Text(t.nowWatching.title)),	Code-inventaris; platformvoorwaarden en runtime-bereikbaarheid nog per route toetsen
lib/screens/playlist/playlist_detail_screen.dart	83	FocusableAction(icon: Symbols.play_arrow_rounded, tooltip: t.common.play, onPressed: playItems),	Code-inventaris; platformvoorwaarden en runtime-bereikbaarheid nog per route toetsen
lib/screens/playlist/playlist_detail_screen.dart	84	FocusableAction(icon: Symbols.shuffle_rounded, tooltip: t.common.shuffle, onPressed: shufflePlayItems),	Code-inventaris; platformvoorwaarden en runtime-bereikbaarheid nog per route toetsen
lib/screens/playlist/playlist_detail_screen.dart	90	onPressed: hasRule ? _managePlaylistSyncRule : _downloadPlaylist,	Code-inventaris; platformvoorwaarden en runtime-bereikbaarheid nog per route toetsen
lib/screens/playlist/playlist_detail_screen.dart	97	onPressed: _removePlaylistSyncRule,	Code-inventaris; platformvoorwaarden en runtime-bereikbaarheid nog per route toetsen
lib/screens/playlist/playlist_detail_screen.dart	107	onPressed: _deletePlaylist,	Code-inventaris; platformvoorwaarden en runtime-bereikbaarheid nog per route toetsen
lib/screens/playlist/playlist_detail_screen.dart	119	title: widget.playlist.title,	Code-inventaris; platformvoorwaarden en runtime-bereikbaarheid nog per route toetsen
lib/screens/playlist/playlist_detail_screen.dart	350	title: t.playlists.deleteConfirm,	Code-inventaris; platformvoorwaarden en runtime-bereikbaarheid nog per route toetsen
lib/screens/playlist/playlist_detail_screen.dart	709	title: Column(	Code-inventaris; platformvoorwaarden en runtime-bereikbaarheid nog per route toetsen
lib/screens/playlist/playlist_detail_screen.dart	811	onTap: () => _playFromItem(index),	Code-inventaris; platformvoorwaarden en runtime-bereikbaarheid nog per route toetsen
lib/screens/playlist/playlist_detail_screen.dart	836	TextButton(onPressed: _retryPlaylistContinuation, child: Text(t.common.retry)),	Code-inventaris; platformvoorwaarden en runtime-bereikbaarheid nog per route toetsen
lib/screens/playlist/playlist_item_card.dart	82	onTap: widget.onTap,	Code-inventaris; platformvoorwaarden en runtime-bereikbaarheid nog per route toetsen
lib/screens/playlist/playlist_item_card.dart	89	onTap: widget.onTap,	Code-inventaris; platformvoorwaarden en runtime-bereikbaarheid nog per route toetsen
lib/screens/playlist/playlist_item_card.dart	195	onPressed: widget.onRemove,	Code-inventaris; platformvoorwaarden en runtime-bereikbaarheid nog per route toetsen
lib/screens/plex_match_screen.dart	88	title: _nameController.text.trim(),	Code-inventaris; platformvoorwaarden en runtime-bereikbaarheid nog per route toetsen
lib/screens/plex_match_screen.dart	127	title: Text(_isUnmatched ? t.matchScreen.match : t.matchScreen.fixMatch),	Code-inventaris; platformvoorwaarden en runtime-bereikbaarheid nog per route toetsen
lib/screens/plex_match_screen.dart	201	onPressed: _isSearching ? null : _search,	Code-inventaris; platformvoorwaarden en runtime-bereikbaarheid nog per route toetsen
lib/screens/plex_match_screen.dart	203	onPressed: _isSearching ? null : _search,	Code-inventaris; platformvoorwaarden en runtime-bereikbaarheid nog per route toetsen
lib/screens/plex_match_screen.dart	222	onTap: () => _applyMatch(result),	Code-inventaris; platformvoorwaarden en runtime-bereikbaarheid nog per route toetsen
lib/screens/plex_match_screen.dart	236	title: Text(titleText, style: const TextStyle(fontWeight: .w600)),	Code-inventaris; platformvoorwaarden en runtime-bereikbaarheid nog per route toetsen
lib/screens/profile/add_local_profile_screen.dart	90	title: Text(t.profiles.newProfile),	Code-inventaris; platformvoorwaarden en runtime-bereikbaarheid nog per route toetsen
lib/screens/profile/add_local_profile_screen.dart	116	onPressed: _setPin,	Code-inventaris; platformvoorwaarden en runtime-bereikbaarheid nog per route toetsen
lib/screens/profile/add_local_profile_screen.dart	118	onPressed: _setPin,	Code-inventaris; platformvoorwaarden en runtime-bereikbaarheid nog per route toetsen
lib/screens/profile/add_local_profile_screen.dart	128	onPressed: _saving || _nameController.text.trim().isEmpty ? null : _saveAndContinue,	Code-inventaris; platformvoorwaarden en runtime-bereikbaarheid nog per route toetsen
lib/screens/profile/add_local_profile_screen.dart	131	onPressed: _saving || _nameController.text.trim().isEmpty ? null : _saveAndContinue,	Code-inventaris; platformvoorwaarden en runtime-bereikbaarheid nog per route toetsen
lib/screens/profile/add_local_profile_screen.dart	138	onPressed: _saving ? null : () => Navigator.of(context).pop(),	Code-inventaris; platformvoorwaarden en runtime-bereikbaarheid nog per route toetsen
lib/screens/profile/add_local_profile_screen.dart	140	onPressed: _saving ? null : () => Navigator.of(context).pop(),	Code-inventaris; platformvoorwaarden en runtime-bereikbaarheid nog per route toetsen
lib/screens/profile/borrow_connection_screen.dart	167	title: Text(t.profiles.borrowAddTo(displayName: widget.targetProfile.displayName)),	Code-inventaris; platformvoorwaarden en runtime-bereikbaarheid nog per route toetsen
lib/screens/profile/borrow_connection_screen.dart	195	onSelect: _busy ? null : () => _borrow(cand),	Code-inventaris; platformvoorwaarden en runtime-bereikbaarheid nog per route toetsen
lib/screens/profile/borrow_connection_screen.dart	197	child: _BorrowTile(candidate: cand, onTap: () => _borrow(cand)),	Code-inventaris; platformvoorwaarden en runtime-bereikbaarheid nog per route toetsen
lib/screens/profile/borrow_connection_screen.dart	387	onTap: onTap,	Code-inventaris; platformvoorwaarden en runtime-bereikbaarheid nog per route toetsen
lib/screens/profile/pin_entry_dialog.dart	95	title: _buildTitle(theme),	Code-inventaris; platformvoorwaarden en runtime-bereikbaarheid nog per route toetsen
lib/screens/profile/pin_entry_dialog.dart	116	onPressed: _cancel,	Code-inventaris; platformvoorwaarden en runtime-bereikbaarheid nog per route toetsen
lib/screens/profile/pin_entry_dialog.dart	119	child: TextButton(onPressed: _cancel, child: Text(t.common.cancel)),	Code-inventaris; platformvoorwaarden en runtime-bereikbaarheid nog per route toetsen
lib/screens/profile/pin_entry_dialog.dart	518	onTap: () {	Code-inventaris; platformvoorwaarden en runtime-bereikbaarheid nog per route toetsen
lib/screens/profile/pin_entry_dialog.dart	574	onTap: _requestMobileKeyboardFocus,	Code-inventaris; platformvoorwaarden en runtime-bereikbaarheid nog per route toetsen
lib/screens/profile/pin_status_row.dart	38	onPressed: onChange,	Code-inventaris; platformvoorwaarden en runtime-bereikbaarheid nog per route toetsen
lib/screens/profile/pin_status_row.dart	39	child: TextButton(onPressed: onChange, child: Text(t.profiles.changePin)),	Code-inventaris; platformvoorwaarden en runtime-bereikbaarheid nog per route toetsen
lib/screens/profile/pin_status_row.dart	42	onPressed: onRemove,	Code-inventaris; platformvoorwaarden en runtime-bereikbaarheid nog per route toetsen
lib/screens/profile/pin_status_row.dart	43	child: TextButton(onPressed: onRemove, child: Text(t.profiles.removePin)),	Code-inventaris; platformvoorwaarden en runtime-bereikbaarheid nog per route toetsen
lib/screens/profile/profile_delete_flow.dart	30	final confirmed = await showDeleteConfirmation(context, title: title, message: message, confirmText: confirmText);	Code-inventaris; platformvoorwaarden en runtime-bereikbaarheid nog per route toetsen
lib/screens/profile/profile_detail_screen.dart	121	title: t.profiles.removeConnectionTitle,	Code-inventaris; platformvoorwaarden en runtime-bereikbaarheid nog per route toetsen
lib/screens/profile/profile_detail_screen.dart	173	title: t.profiles.deleteProfileTitle,	Code-inventaris; platformvoorwaarden en runtime-bereikbaarheid nog per route toetsen
lib/screens/profile/profile_detail_screen.dart	187	title: Text(_profile.displayName),	Code-inventaris; platformvoorwaarden en runtime-bereikbaarheid nog per route toetsen
lib/screens/profile/profile_detail_screen.dart	206	onPressed:	Code-inventaris; platformvoorwaarden en runtime-bereikbaarheid nog per route toetsen
lib/screens/profile/profile_detail_screen.dart	211	onPressed:	Code-inventaris; platformvoorwaarden en runtime-bereikbaarheid nog per route toetsen
lib/screens/profile/profile_detail_screen.dart	235	onPressed: _setPin,	Code-inventaris; platformvoorwaarden en runtime-bereikbaarheid nog per route toetsen
lib/screens/profile/profile_detail_screen.dart	237	onPressed: _setPin,	Code-inventaris; platformvoorwaarden en runtime-bereikbaarheid nog per route toetsen
lib/screens/profile/profile_detail_screen.dart	250	onPressed: _addConnection,	Code-inventaris; platformvoorwaarden en runtime-bereikbaarheid nog per route toetsen
lib/screens/profile/profile_detail_screen.dart	252	onPressed: _addConnection,	Code-inventaris; platformvoorwaarden en runtime-bereikbaarheid nog per route toetsen
lib/screens/profile/profile_detail_screen.dart	265	onPressed: _deleteProfile,	Code-inventaris; platformvoorwaarden en runtime-bereikbaarheid nog per route toetsen
lib/screens/profile/profile_detail_screen.dart	267	onPressed: _deleteProfile,	Code-inventaris; platformvoorwaarden en runtime-bereikbaarheid nog per route toetsen
lib/screens/profile/profile_detail_screen.dart	335	title: Text(parentConn.displayLabel),	Code-inventaris; platformvoorwaarden en runtime-bereikbaarheid nog per route toetsen
lib/screens/profile/profile_detail_screen.dart	346	title: Text(conn.displayLabel),	Code-inventaris; platformvoorwaarden en runtime-bereikbaarheid nog per route toetsen
lib/screens/profile/profile_switch_screen.dart	223	title: Text(t.screens.switchProfile),	Code-inventaris; platformvoorwaarden en runtime-bereikbaarheid nog per route toetsen
lib/screens/profile/profile_switch_screen.dart	258	onSelect: _switching ? null : _addLocalProfile,	Code-inventaris; platformvoorwaarden en runtime-bereikbaarheid nog per route toetsen
lib/screens/profile/profile_switch_screen.dart	260	onPressed: _switching ? null : _addLocalProfile,	Code-inventaris; platformvoorwaarden en runtime-bereikbaarheid nog per route toetsen
lib/screens/profile/profile_switch_screen.dart	290	title: Text(t.screens.switchProfile),	Code-inventaris; platformvoorwaarden en runtime-bereikbaarheid nog per route toetsen
lib/screens/profile/profile_switch_screen.dart	348	onSelect: _switchTo,	Code-inventaris; platformvoorwaarden en runtime-bereikbaarheid nog per route toetsen
lib/screens/profile/profile_switch_screen.dart	381	onSelect: _switching ? null : () => _switchTo(view.profiles[i]),	Code-inventaris; platformvoorwaarden en runtime-bereikbaarheid nog per route toetsen
lib/screens/profile/profile_switch_screen.dart	387	onPressed: _switching ? null : () => _openManageProfiles(),	Code-inventaris; platformvoorwaarden en runtime-bereikbaarheid nog per route toetsen
lib/screens/profile/profile_switch_screen.dart	439	onSelect: _switching || (isActive && !widget.requireSelection) ? null : () => _switchTo(profile),	Code-inventaris; platformvoorwaarden en runtime-bereikbaarheid nog per route toetsen
lib/screens/profile/profile_switch_screen.dart	445	onTap: () => _switchTo(profile),	Code-inventaris; platformvoorwaarden en runtime-bereikbaarheid nog per route toetsen
lib/screens/profile/profile_switch_screen.dart	483	title: t.profiles.signOutPlexTitle,	Code-inventaris; platformvoorwaarden en runtime-bereikbaarheid nog per route toetsen
lib/screens/profile/profile_switch_screen.dart	538	title: t.profiles.deleteThisProfileTitle,	Code-inventaris; platformvoorwaarden en runtime-bereikbaarheid nog per route toetsen
lib/screens/profile/profile_switch_screen.dart	630	onTap: widget.onSelect,	Code-inventaris; platformvoorwaarden en runtime-bereikbaarheid nog per route toetsen
lib/screens/profile/profile_switch_screen.dart	698	onTap: isActive ? null : onTap,	Code-inventaris; platformvoorwaarden en runtime-bereikbaarheid nog per route toetsen
lib/screens/search_screen.dart	563	title: Text(t.seerr.searchOnSeerr),	Code-inventaris; platformvoorwaarden en runtime-bereikbaarheid nog per route toetsen
lib/screens/search_screen.dart	567	onTap: _seerrSearching ? null : _searchSeerr,	Code-inventaris; platformvoorwaarden en runtime-bereikbaarheid nog per route toetsen
lib/screens/search_screen.dart	589	return SeerrPosterCard(media: media, onTap: () => _openSeerrDetail(media), width: metrics.cardWidth);	Code-inventaris; platformvoorwaarden en runtime-bereikbaarheid nog per route toetsen
lib/screens/search_screen.dart	796	title: t.search.recentSearches,	Code-inventaris; platformvoorwaarden en runtime-bereikbaarheid nog per route toetsen
lib/screens/search_screen.dart	806	onSelect: () => _openConcrete(_recentItems[cell.index]),	Code-inventaris; platformvoorwaarden en runtime-bereikbaarheid nog per route toetsen
lib/screens/search_screen.dart	822	title: title,	Code-inventaris; platformvoorwaarden en runtime-bereikbaarheid nog per route toetsen
lib/screens/search_screen.dart	832	onSelect: () => _activateSearchGroup(groups[cell.index]),	Code-inventaris; platformvoorwaarden en runtime-bereikbaarheid nog per route toetsen
lib/screens/search_screen.dart	848	title: title,	Code-inventaris; platformvoorwaarden en runtime-bereikbaarheid nog per route toetsen
lib/screens/search_screen.dart	855	onSelect: () => (onSelect ?? _openConcrete)(items[cell.index]),	Code-inventaris; platformvoorwaarden en runtime-bereikbaarheid nog per route toetsen
lib/screens/search_screen.dart	871	items('people', t.search.filters.people, projection.people, onSelect: _openPerson),	Code-inventaris; platformvoorwaarden en runtime-bereikbaarheid nog per route toetsen
lib/screens/search_screen.dart	990	onPressed: _openNativeSearchEntry,	Code-inventaris; platformvoorwaarden en runtime-bereikbaarheid nog per route toetsen
lib/screens/search_screen.dart	1007	onPressed: _openNativeSearchEntry,	Code-inventaris; platformvoorwaarden en runtime-bereikbaarheid nog per route toetsen
lib/screens/search_screen.dart	1009	onPressed: _openNativeSearchEntry,	Code-inventaris; platformvoorwaarden en runtime-bereikbaarheid nog per route toetsen
lib/screens/search_screen.dart	1072	title: t.unifiedCatalog.moviesTitle,	Code-inventaris; platformvoorwaarden en runtime-bereikbaarheid nog per route toetsen
lib/screens/search_screen.dart	1078	title: t.unifiedCatalog.seriesTitle,	Code-inventaris; platformvoorwaarden en runtime-bereikbaarheid nog per route toetsen
lib/screens/search_screen.dart	1084	title: t.search.filters.episodes,	Code-inventaris; platformvoorwaarden en runtime-bereikbaarheid nog per route toetsen
lib/screens/search_screen.dart	1090	title: t.collections.title,	Code-inventaris; platformvoorwaarden en runtime-bereikbaarheid nog per route toetsen
lib/screens/search_screen.dart	1092	for (final item in projection.collections) _mobileItemRow(context, item, onTap: () => _openConcrete(item)),	Code-inventaris; platformvoorwaarden en runtime-bereikbaarheid nog per route toetsen
lib/screens/search_screen.dart	1098	title: t.playlists.title,	Code-inventaris; platformvoorwaarden en runtime-bereikbaarheid nog per route toetsen
lib/screens/search_screen.dart	1100	for (final item in projection.playlists) _mobileItemRow(context, item, onTap: () => _openConcrete(item)),	Code-inventaris; platformvoorwaarden en runtime-bereikbaarheid nog per route toetsen
lib/screens/search_screen.dart	1106	title: t.search.filters.people,	Code-inventaris; platformvoorwaarden en runtime-bereikbaarheid nog per route toetsen
lib/screens/search_screen.dart	1115	_mobileItemRow(context, item, onTap: () => _openPerson(item), subtitleOverride: item.serverName),	Code-inventaris; platformvoorwaarden en runtime-bereikbaarheid nog per route toetsen
lib/screens/search_screen.dart	1121	title: t.search.filters.other,	Code-inventaris; platformvoorwaarden en runtime-bereikbaarheid nog per route toetsen
lib/screens/search_screen.dart	1123	for (final item in projection.other) _mobileItemRow(context, item, onTap: () => _openConcrete(item)),	Code-inventaris; platformvoorwaarden en runtime-bereikbaarheid nog per route toetsen
lib/screens/search_screen.dart	1131	title: t.messages.noResultsFound,	Code-inventaris; platformvoorwaarden en runtime-bereikbaarheid nog per route toetsen
lib/screens/search_screen.dart	1159	onTap: () => _openMobileGroupDetails(group),	Code-inventaris; platformvoorwaarden en runtime-bereikbaarheid nog per route toetsen
lib/screens/search_screen.dart	1168	onTap: onTap,	Code-inventaris; platformvoorwaarden en runtime-bereikbaarheid nog per route toetsen
lib/screens/search_screen.dart	1196	title: Text(item.displayTitle, maxLines: 1, overflow: TextOverflow.ellipsis),	Code-inventaris; platformvoorwaarden en runtime-bereikbaarheid nog per route toetsen
lib/screens/search_screen.dart	1205	onTap: onTap,	Code-inventaris; platformvoorwaarden en runtime-bereikbaarheid nog per route toetsen
lib/screens/search_screen.dart	1303	onPressed: () => setStateIfMounted(() => _activeFilter = filter),	Code-inventaris; platformvoorwaarden en runtime-bereikbaarheid nog per route toetsen
lib/screens/search_screen.dart	1328	onPressed: _clearHistory,	Code-inventaris; platformvoorwaarden en runtime-bereikbaarheid nog per route toetsen
lib/screens/search_screen.dart	1329	child: TextButton(onPressed: _clearHistory, child: Text(t.search.clearHistory)),	Code-inventaris; platformvoorwaarden en runtime-bereikbaarheid nog per route toetsen
lib/screens/search_screen.dart	1342	onPressed: () => _runHistoryQuery(query),	Code-inventaris; platformvoorwaarden en runtime-bereikbaarheid nog per route toetsen
lib/screens/search_screen.dart	1363	title: Text(t.common.search),	Code-inventaris; platformvoorwaarden en runtime-bereikbaarheid nog per route toetsen
lib/screens/search_screen.dart	1368	leading: isPhone && widget.onBack != null ? BackButton(onPressed: widget.onBack) : null,	Code-inventaris; platformvoorwaarden en runtime-bereikbaarheid nog per route toetsen
lib/screens/search_screen.dart	1400	onPressed: () {	Code-inventaris; platformvoorwaarden en runtime-bereikbaarheid nog per route toetsen
lib/screens/search_screen.dart	1418	title: t.search.noServersTitle,	Code-inventaris; platformvoorwaarden en runtime-bereikbaarheid nog per route toetsen
lib/screens/search_screen.dart	1423	title: t.search.errorTitle,	Code-inventaris; platformvoorwaarden en runtime-bereikbaarheid nog per route toetsen
lib/screens/search_screen.dart	1435	title: t.search.searchYourMedia,	Code-inventaris; platformvoorwaarden en runtime-bereikbaarheid nog per route toetsen
lib/screens/search_screen.dart	1461	title: t.messages.noResultsFound,	Code-inventaris; platformvoorwaarden en runtime-bereikbaarheid nog per route toetsen
lib/screens/seerr/mobile_seerr_discover_view.dart	96	onPressed: onTypePressed,	Code-inventaris; platformvoorwaarden en runtime-bereikbaarheid nog per route toetsen
lib/screens/seerr/mobile_seerr_discover_view.dart	109	onPressed: onFiltersPressed,	Code-inventaris; platformvoorwaarden en runtime-bereikbaarheid nog per route toetsen
lib/screens/seerr/mobile_seerr_discover_view.dart	121	onPressed: onSortPressed,	Code-inventaris; platformvoorwaarden en runtime-bereikbaarheid nog per route toetsen
lib/screens/seerr/mobile_seerr_discover_view.dart	143	BottomSheetHeader(title: title),	Code-inventaris; platformvoorwaarden en runtime-bereikbaarheid nog per route toetsen
lib/screens/seerr/mobile_seerr_discover_view.dart	158	title: Text(choice.label),	Code-inventaris; platformvoorwaarden en runtime-bereikbaarheid nog per route toetsen
lib/screens/seerr/mobile_seerr_discover_view.dart	159	onTap: () => OverlaySheetController.closeAdaptive(sheetContext, choice.value),	Code-inventaris; platformvoorwaarden en runtime-bereikbaarheid nog per route toetsen
lib/screens/seerr/mobile_seerr_discover_view.dart	179	onTap: onPressed,	Code-inventaris; platformvoorwaarden en runtime-bereikbaarheid nog per route toetsen
lib/screens/seerr/seerr_discover_filter_bar.dart	166	onSelect: () => widget.onTypeSelected(_segmentTypes[i]),	Code-inventaris; platformvoorwaarden en runtime-bereikbaarheid nog per route toetsen
lib/screens/seerr/seerr_discover_filter_bar.dart	182	onPressed: _openGenrePicker,	Code-inventaris; platformvoorwaarden en runtime-bereikbaarheid nog per route toetsen
lib/screens/seerr/seerr_discover_filter_bar.dart	239	BottomSheetHeader(title: t.libraries.filterCategories.genre),	Code-inventaris; platformvoorwaarden en runtime-bereikbaarheid nog per route toetsen
lib/screens/seerr/seerr_discover_filter_bar.dart	260	title: Text(label),	Code-inventaris; platformvoorwaarden en runtime-bereikbaarheid nog per route toetsen
lib/screens/seerr/seerr_discover_filter_bar.dart	261	onTap: () => onPicked(id),	Code-inventaris; platformvoorwaarden en runtime-bereikbaarheid nog per route toetsen
lib/screens/seerr/seerr_discover_screen.dart	73	onPressed: onOpenRequests,	Code-inventaris; platformvoorwaarden en runtime-bereikbaarheid nog per route toetsen
lib/screens/seerr/seerr_discover_screen.dart	173	title: t.seerr.trending,	Code-inventaris; platformvoorwaarden en runtime-bereikbaarheid nog per route toetsen
lib/screens/seerr/seerr_discover_screen.dart	178	title: t.seerr.popularMovies,	Code-inventaris; platformvoorwaarden en runtime-bereikbaarheid nog per route toetsen
lib/screens/seerr/seerr_discover_screen.dart	183	title: t.seerr.popularTv,	Code-inventaris; platformvoorwaarden en runtime-bereikbaarheid nog per route toetsen
lib/screens/seerr/seerr_discover_screen.dart	188	title: t.seerr.upcoming,	Code-inventaris; platformvoorwaarden en runtime-bereikbaarheid nog per route toetsen
lib/screens/seerr/seerr_discover_screen.dart	193	title: t.seerr.upcoming,	Code-inventaris; platformvoorwaarden en runtime-bereikbaarheid nog per route toetsen
lib/screens/seerr/seerr_discover_screen.dart	276	title: provider.name,	Code-inventaris; platformvoorwaarden en runtime-bereikbaarheid nog per route toetsen
lib/screens/seerr/seerr_discover_screen.dart	521	title: '',	Code-inventaris; platformvoorwaarden en runtime-bereikbaarheid nog per route toetsen
lib/screens/seerr/seerr_discover_screen.dart	544	title: '',	Code-inventaris; platformvoorwaarden en runtime-bereikbaarheid nog per route toetsen
lib/screens/seerr/seerr_discover_screen.dart	578	title: t.seerr.title,	Code-inventaris; platformvoorwaarden en runtime-bereikbaarheid nog per route toetsen
lib/screens/seerr/seerr_discover_screen.dart	591	title: t.unifiedCatalog.sort.title,	Code-inventaris; platformvoorwaarden en runtime-bereikbaarheid nog per route toetsen
lib/screens/seerr/seerr_discover_screen.dart	611	BottomSheetHeader(title: t.unifiedCatalog.filters.title),	Code-inventaris; platformvoorwaarden en runtime-bereikbaarheid nog per route toetsen
lib/screens/seerr/seerr_discover_screen.dart	622	onTap: () {	Code-inventaris; platformvoorwaarden en runtime-bereikbaarheid nog per route toetsen
lib/screens/seerr/seerr_discover_screen.dart	631	onTap: () {	Code-inventaris; platformvoorwaarden en runtime-bereikbaarheid nog per route toetsen
lib/screens/seerr/seerr_discover_screen.dart	641	onTap: () {	Code-inventaris; platformvoorwaarden en runtime-bereikbaarheid nog per route toetsen
lib/screens/seerr/seerr_discover_screen.dart	650	onTap: () {	Code-inventaris; platformvoorwaarden en runtime-bereikbaarheid nog per route toetsen
lib/screens/seerr/seerr_discover_screen.dart	661	onTap: () {	Code-inventaris; platformvoorwaarden en runtime-bereikbaarheid nog per route toetsen
lib/screens/seerr/seerr_discover_screen.dart	686	title: Text(label),	Code-inventaris; platformvoorwaarden en runtime-bereikbaarheid nog per route toetsen
lib/screens/seerr/seerr_discover_screen.dart	687	onTap: onTap,	Code-inventaris; platformvoorwaarden en runtime-bereikbaarheid nog per route toetsen
lib/screens/seerr/seerr_discover_screen.dart	697	title: Text(t.seerr.discoverTitle),	Code-inventaris; platformvoorwaarden en runtime-bereikbaarheid nog per route toetsen
lib/screens/seerr/seerr_discover_screen.dart	701	child: StateView.empty(title: t.seerr.noResults, icon: Symbols.movie_rounded),	Code-inventaris; platformvoorwaarden en runtime-bereikbaarheid nog per route toetsen
lib/screens/seerr/seerr_discover_screen.dart	711	title: Text(t.seerr.discoverTitle),	Code-inventaris; platformvoorwaarden en runtime-bereikbaarheid nog per route toetsen
lib/screens/seerr/seerr_discover_screen.dart	734	title: Text(t.seerr.title),	Code-inventaris; platformvoorwaarden en runtime-bereikbaarheid nog per route toetsen
